No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
21258,2015,8,3,17,20.0,54.0,12.0,39.0,500.0,50.0,23.6,998.9,17.3,0.1,W,1.3,Dongsi,2015-08-03 17:00:00,2015-08,No Rain
21311,2015,8,5,22,48.0,92.0,3.0,23.0,800.0,119.0,25.0,1000.9,17.2,0.1,WNW,2.1,Dongsi,2015-08-05 22:00:00,2015-08,No Rain
21312,2015,8,5,23,27.0,50.0,2.0,23.0,600.0,109.0,21.3,1002.0,19.4,3.3,NE,2.3,Dongsi,2015-08-05 23:00:00,2015-08,Light Rain
21355,2015,8,7,18,109.0,111.0,2.0,28.0,1500.0,146.0,24.6,1006.6,21.9,4.3,NNE,3.6,Dongsi,2015-08-07 18:00:00,2015-08,Moderate Rain
21356,2015,8,7,19,81.0,81.0,2.0,29.0,1000.0,134.0,22.5,1008.2,19.5,6.9,E,3.9,Dongsi,2015-08-07 19:00:00,2015-08,Moderate Rain
21358,2015,8,7,21,20.0,20.0,2.0,32.0,800.0,93.0,20.2,1010.3,19.4,0.3,ENE,1.8,Dongsi,2015-08-07 21:00:00,2015-08,No Rain
21359,2015,8,7,22,33.0,33.0,2.0,48.0,1000.0,65.0,20.4,1010.8,19.1,0.4,ENE,1.0,Dongsi,2015-08-07 22:00:00,2015-08,No Rain
21360,2015,8,7,23,38.0,38.0,2.0,47.0,900.0,59.0,19.8,1010.7,18.8,0.1,NNE,0.9,Dongsi,2015-08-07 23:00:00,2015-08,No Rain
21450,2015,8,11,17,59.0,71.0,4.0,16.0,1000.0,219.0,30.9,1002.3,20.5,0.2,SSW,3.8,Dongsi,2015-08-11 17:00:00,2015-08,No Rain
21630,2015,8,19,5,53.0,71.0,2.0,41.0,700.0,47.0,22.3,1007.8,19.5,0.1,ENE,1.0,Dongsi,2015-08-19 05:00:00,2015-08,No Rain
21631,2015,8,19,6,55.0,82.0,2.0,52.0,800.0,28.0,22.2,1008.5,20.3,0.1,NE,0.1,Dongsi,2015-08-19 06:00:00,2015-08,No Rain
21725,2015,8,23,4,31.0,36.0,15.0,25.0,1200.0,55.0,21.4,1004.2,18.8,0.1,ENE,2.0,Dongsi,2015-08-23 04:00:00,2015-08,No Rain
21726,2015,8,23,5,36.0,69.0,6.0,23.0,1100.0,48.0,20.8,1004.1,18.7,1.0,NNE,0.7,Dongsi,2015-08-23 05:00:00,2015-08,No Rain
21894,2015,8,30,5,24.0,24.0,3.0,23.0,900.0,50.0,20.6,1007.2,18.0,2.5,WNW,0.3,Dongsi,2015-08-30 05:00:00,2015-08,Light Rain
21901,2015,8,30,12,32.0,37.0,4.0,26.0,1300.0,77.0,21.4,1008.4,18.2,0.4,ENE,1.9,Dongsi,2015-08-30 12:00:00,2015-08,No Rain
21902,2015,8,30,13,34.0,47.0,2.0,26.0,1100.0,69.0,22.8,1007.6,17.3,0.1,ENE,3.1,Dongsi,2015-08-30 13:00:00,2015-08,No Rain
21916,2015,8,31,3,43.0,43.0,2.0,20.0,700.0,35.0,21.3,1008.4,18.9,0.1,W,1.1,Dongsi,2015-08-31 03:00:00,2015-08,No Rain
21917,2015,8,31,4,38.0,38.0,2.0,13.0,600.0,65.0,20.7,1008.2,19.4,0.4,NE,0.5,Dongsi,2015-08-31 04:00:00,2015-08,No Rain
21918,2015,8,31,5,38.0,38.0,2.0,19.0,900.0,46.0,20.7,1008.1,19.5,0.1,ENE,0.7,Dongsi,2015-08-31 05:00:00,2015-08,No Rain
21919,2015,8,31,6,38.0,38.0,2.0,23.0,900.0,42.0,20.3,1008.3,19.1,0.4,NE,1.2,Dongsi,2015-08-31 06:00:00,2015-08,No Rain
21920,2015,8,31,7,36.0,36.0,2.0,34.0,900.0,46.0,20.2,1008.7,19.0,0.2,NNE,0.7,Dongsi,2015-08-31 07:00:00,2015-08,No Rain
21921,2015,8,31,8,34.0,34.0,2.0,41.0,900.0,34.0,20.5,1008.9,18.8,0.3,NE,0.4,Dongsi,2015-08-31 08:00:00,2015-08,No Rain
21926,2015,8,31,13,19.0,19.0,2.0,27.0,700.0,78.0,20.0,1008.9,18.0,4.0,NNW,0.7,Dongsi,2015-08-31 13:00:00,2015-08,Light Rain
21927,2015,8,31,14,29.0,32.0,2.0,34.0,800.0,72.0,20.9,1008.6,18.8,0.4,NW,0.7,Dongsi,2015-08-31 14:00:00,2015-08,No Rain
21932,2015,8,31,19,29.0,29.0,2.0,46.0,900.0,66.0,21.0,1008.4,18.9,0.1,E,1.6,Dongsi,2015-08-31 19:00:00,2015-08,No Rain
21933,2015,8,31,20,33.0,37.0,2.0,46.0,900.0,64.0,19.9,1008.8,18.0,0.3,NE,0.9,Dongsi,2015-08-31 20:00:00,2015-08,No Rain
21934,2015,8,31,21,33.0,41.0,2.0,37.0,800.0,67.0,19.8,1009.5,18.3,0.1,E,3.5,Dongsi,2015-08-31 21:00:00,2015-08,No Rain
21935,2015,8,31,22,22.0,22.0,2.0,29.0,700.0,55.0,18.9,1009.3,17.9,2.5,NE,1.7,Dongsi,2015-08-31 22:00:00,2015-08,Light Rain
21936,2015,8,31,23,13.0,13.0,2.0,20.0,600.0,66.0,18.7,1009.3,17.9,1.4,NE,1.5,Dongsi,2015-08-31 23:00:00,2015-08,Light Rain
21937,2015,9,1,0,9.0,9.0,2.0,12.0,500.0,68.0,18.6,1009.2,17.6,0.9,N,1.9,Dongsi,2015-09-01 00:00:00,2015-09,No Rain
21938,2015,9,1,1,11.0,11.0,2.0,12.0,500.0,67.0,18.9,1009.0,17.9,0.6,N,1.7,Dongsi,2015-09-01 01:00:00,2015-09,No Rain
21939,2015,9,1,2,12.0,12.0,2.0,10.0,500.0,67.0,18.8,1008.8,17.8,0.7,N,1.9,Dongsi,2015-09-01 02:00:00,2015-09,No Rain
21940,2015,9,1,3,12.0,12.0,2.0,12.0,600.0,62.0,18.8,1008.8,17.6,0.3,NNE,1.3,Dongsi,2015-09-01 03:00:00,2015-09,No Rain
21941,2015,9,1,4,9.0,9.0,2.0,12.0,600.0,56.0,18.8,1008.4,17.8,0.5,NNE,2.0,Dongsi,2015-09-01 04:00:00,2015-09,No Rain
21942,2015,9,1,5,10.0,10.0,2.0,9.0,500.0,56.0,18.5,1008.1,17.7,0.3,N,2.2,Dongsi,2015-09-01 05:00:00,2015-09,No Rain
21943,2015,9,1,6,7.0,7.0,2.0,12.0,500.0,50.0,18.5,1008.2,17.5,0.2,N,2.3,Dongsi,2015-09-01 06:00:00,2015-09,No Rain
21944,2015,9,1,7,10.0,10.0,2.0,22.0,600.0,38.0,18.8,1008.4,17.5,0.6,NW,1.6,Dongsi,2015-09-01 07:00:00,2015-09,No Rain
21945,2015,9,1,8,9.0,9.0,2.0,25.0,600.0,38.0,19.3,1008.7,17.3,0.2,NW,1.6,Dongsi,2015-09-01 08:00:00,2015-09,No Rain
21946,2015,9,1,9,8.0,8.0,2.0,29.0,600.0,42.0,19.4,1009.1,18.4,0.8,ENE,1.1,Dongsi,2015-09-01 09:00:00,2015-09,No Rain
21951,2015,9,1,14,13.0,14.0,2.0,13.0,400.0,52.0,21.6,1009.0,18.0,0.1,NNE,1.4,Dongsi,2015-09-01 14:00:00,2015-09,No Rain
22022,2015,9,4,13,82.0,85.0,8.0,42.0,3400.0,48.0,22.0,1007.6,19.5,0.8,E,2.3,Dongsi,2015-09-04 13:00:00,2015-09,No Rain
22023,2015,9,4,14,70.0,70.0,5.0,45.0,3800.0,40.0,21.2,1007.1,20.2,2.8,ESE,1.7,Dongsi,2015-09-04 14:00:00,2015-09,Light Rain
22024,2015,9,4,15,54.0,54.0,3.0,46.0,3500.0,45.0,20.9,1007.2,19.2,0.3,ESE,2.3,Dongsi,2015-09-04 15:00:00,2015-09,No Rain
22025,2015,9,4,16,42.0,42.0,2.0,39.0,2500.0,54.0,20.2,1006.9,19.4,1.6,E,3.5,Dongsi,2015-09-04 16:00:00,2015-09,Light Rain
22027,2015,9,4,18,22.0,22.0,2.0,26.0,1100.0,88.0,19.6,1007.4,18.9,6.3,ESE,2.0,Dongsi,2015-09-04 18:00:00,2015-09,Moderate Rain
22028,2015,9,4,19,39.0,39.0,2.0,34.0,1900.0,63.0,19.4,1007.2,18.9,0.9,E,1.8,Dongsi,2015-09-04 19:00:00,2015-09,No Rain
22029,2015,9,4,20,43.0,43.0,2.0,31.0,1700.0,62.0,19.4,1007.8,18.7,1.5,ESE,2.6,Dongsi,2015-09-04 20:00:00,2015-09,Light Rain
22030,2015,9,4,21,37.0,37.0,2.0,25.0,1500.0,69.0,19.5,1008.0,18.8,1.2,ESE,2.9,Dongsi,2015-09-04 21:00:00,2015-09,Light Rain
22031,2015,9,4,22,29.0,29.0,2.0,20.0,1200.0,75.0,19.2,1007.7,18.4,1.8,SE,3.0,Dongsi,2015-09-04 22:00:00,2015-09,Light Rain
22032,2015,9,4,23,21.0,21.0,2.0,15.0,900.0,84.0,18.8,1007.2,18.1,1.6,ESE,2.8,Dongsi,2015-09-04 23:00:00,2015-09,Light Rain
22033,2015,9,5,0,14.0,14.0,2.0,16.0,800.0,77.0,18.6,1006.8,18.1,3.2,ESE,2.7,Dongsi,2015-09-05 00:00:00,2015-09,Light Rain
22034,2015,9,5,1,16.0,16.0,2.0,14.0,700.0,78.0,18.3,1006.3,17.7,1.6,ESE,2.8,Dongsi,2015-09-05 01:00:00,2015-09,Light Rain
22035,2015,9,5,2,18.0,18.0,2.0,12.0,600.0,84.0,18.4,1005.9,17.4,0.5,ESE,2.0,Dongsi,2015-09-05 02:00:00,2015-09,No Rain
22036,2015,9,5,3,25.0,25.0,2.0,11.0,600.0,85.0,17.9,1005.7,16.9,1.0,ESE,2.3,Dongsi,2015-09-05 03:00:00,2015-09,No Rain
22037,2015,9,5,4,22.0,22.0,2.0,10.0,500.0,85.0,17.8,1005.3,17.3,1.4,E,2.2,Dongsi,2015-09-05 04:00:00,2015-09,Light Rain
22038,2015,9,5,5,18.0,18.0,2.0,10.0,600.0,83.0,17.8,1005.1,17.2,0.3,E,2.5,Dongsi,2015-09-05 05:00:00,2015-09,No Rain
22039,2015,9,5,6,21.0,21.0,2.0,12.0,700.0,83.0,17.9,1005.4,17.6,4.1,ESE,2.1,Dongsi,2015-09-05 06:00:00,2015-09,Moderate Rain
22040,2015,9,5,7,20.0,20.0,2.0,15.0,900.0,76.0,17.7,1005.8,17.4,3.4,ESE,2.6,Dongsi,2015-09-05 07:00:00,2015-09,Light Rain
22041,2015,9,5,8,12.0,12.0,2.0,17.0,700.0,82.0,17.7,1005.9,17.4,2.6,ESE,2.1,Dongsi,2015-09-05 08:00:00,2015-09,Light Rain
22042,2015,9,5,9,11.0,11.0,2.0,20.0,700.0,80.0,17.8,1006.2,17.5,2.3,ESE,2.2,Dongsi,2015-09-05 09:00:00,2015-09,Light Rain
22043,2015,9,5,10,12.0,12.0,2.0,25.0,900.0,69.0,17.9,1006.6,17.1,0.5,E,2.6,Dongsi,2015-09-05 10:00:00,2015-09,No Rain
22044,2015,9,5,11,24.0,24.0,3.0,25.0,1200.0,72.0,18.1,1006.7,16.9,0.1,ENE,1.5,Dongsi,2015-09-05 11:00:00,2015-09,No Rain
22048,2015,9,5,15,13.0,13.0,2.0,18.0,700.0,91.0,17.6,1007.1,14.5,0.1,ESE,2.1,Dongsi,2015-09-05 15:00:00,2015-09,No Rain
22052,2015,9,5,19,20.0,20.0,2.0,33.0,700.0,69.0,17.7,1008.0,15.7,0.1,WNW,1.6,Dongsi,2015-09-05 19:00:00,2015-09,No Rain
22053,2015,9,5,20,21.0,21.0,2.0,29.0,700.0,67.0,17.6,1008.7,15.8,0.1,WNW,1.2,Dongsi,2015-09-05 20:00:00,2015-09,No Rain
22151,2015,9,9,22,12.0,12.0,2.0,23.0,500.0,29.0,19.3,1018.3,14.1,0.1,NNE,2.1,Dongsi,2015-09-09 22:00:00,2015-09,No Rain
22160,2015,9,10,7,4.0,33.0,2.0,29.0,400.0,18.0,17.3,1018.3,14.2,0.4,E,0.9,Dongsi,2015-09-10 07:00:00,2015-09,No Rain
22163,2015,9,10,10,13.0,37.0,2.0,32.0,500.0,13.0,18.0,1018.2,14.5,0.2,NNW,1.7,Dongsi,2015-09-10 10:00:00,2015-09,No Rain
22164,2015,9,10,11,13.0,14.0,2.0,36.0,600.0,17.0,17.8,1018.5,13.7,0.1,NNW,2.6,Dongsi,2015-09-10 11:00:00,2015-09,No Rain
22165,2015,9,10,12,17.0,17.0,2.0,31.0,500.0,26.0,16.7,1019.2,13.4,0.7,NW,2.5,Dongsi,2015-09-10 12:00:00,2015-09,No Rain
22166,2015,9,10,13,14.0,14.0,2.0,28.0,500.0,31.0,16.6,1018.5,12.7,0.6,NW,2.0,Dongsi,2015-09-10 13:00:00,2015-09,No Rain
22167,2015,9,10,14,12.0,12.0,2.0,33.0,500.0,26.0,16.6,1017.8,11.9,0.4,NNW,1.9,Dongsi,2015-09-10 14:00:00,2015-09,No Rain
22170,2015,9,10,17,14.0,14.0,2.0,37.0,500.0,28.0,15.9,1015.9,12.1,0.6,NW,2.4,Dongsi,2015-09-10 17:00:00,2015-09,No Rain
22171,2015,9,10,18,9.0,10.0,2.0,43.0,500.0,26.0,14.7,1016.1,11.5,0.9,NW,3.1,Dongsi,2015-09-10 18:00:00,2015-09,No Rain
22172,2015,9,10,19,14.0,14.0,2.0,38.0,500.0,26.0,14.0,1015.9,11.3,1.2,NNW,2.3,Dongsi,2015-09-10 19:00:00,2015-09,Light Rain
22173,2015,9,10,20,17.0,17.0,2.0,40.0,500.0,22.0,13.7,1016.6,11.6,1.5,NNW,2.4,Dongsi,2015-09-10 20:00:00,2015-09,Light Rain
22174,2015,9,10,21,14.0,14.0,2.0,36.0,500.0,33.0,13.9,1016.6,11.6,0.3,NW,2.1,Dongsi,2015-09-10 21:00:00,2015-09,No Rain
22177,2015,9,11,0,15.0,15.0,2.0,32.0,400.0,31.0,13.9,1015.2,10.7,0.1,NNE,1.2,Dongsi,2015-09-11 00:00:00,2015-09,No Rain
22178,2015,9,11,1,14.0,14.0,2.0,25.0,400.0,40.0,13.8,1014.6,11.7,0.1,WNW,1.2,Dongsi,2015-09-11 01:00:00,2015-09,No Rain
22196,2015,9,11,19,7.0,44.0,2.0,37.0,500.0,54.0,15.8,1011.2,12.0,3.8,N,4.4,Dongsi,2015-09-11 19:00:00,2015-09,Light Rain
22197,2015,9,11,20,14.0,55.0,2.0,30.0,500.0,47.0,14.8,1010.9,13.5,1.7,W,1.8,Dongsi,2015-09-11 20:00:00,2015-09,Light Rain
22347,2015,9,18,2,248.0,248.0,4.0,101.0,1700.0,8.0,20.2,1012.0,19.0,0.4,ESE,1.2,Dongsi,2015-09-18 02:00:00,2015-09,No Rain
22348,2015,9,18,3,251.0,251.0,3.0,86.0,1300.0,6.0,21.1,1012.1,18.8,0.1,NNW,2.3,Dongsi,2015-09-18 03:00:00,2015-09,No Rain
22459,2015,9,22,18,134.0,134.0,3.0,45.0,1300.0,64.0,19.2,1004.2,15.9,0.6,NW,2.7,Dongsi,2015-09-22 18:00:00,2015-09,No Rain
22512,2015,9,24,23,24.0,24.0,2.0,30.0,600.0,69.0,16.5,1005.8,15.0,5.7,WNW,2.3,Dongsi,2015-09-24 23:00:00,2015-09,Moderate Rain
22513,2015,9,25,0,16.0,16.0,2.0,29.0,600.0,70.0,16.4,1006.1,15.3,0.3,ESE,1.8,Dongsi,2015-09-25 00:00:00,2015-09,No Rain
22588,2015,9,28,3,26.0,39.0,2.0,24.0,500.0,47.0,17.4,1013.7,15.2,0.7,E,1.1,Dongsi,2015-09-28 03:00:00,2015-09,No Rain
22589,2015,9,28,4,33.0,40.0,2.0,30.0,400.0,44.0,17.7,1014.7,15.0,0.2,W,0.7,Dongsi,2015-09-28 04:00:00,2015-09,No Rain
22594,2015,9,28,9,79.0,83.0,6.0,47.0,1500.0,46.0,17.6,1019.6,15.2,0.2,E,2.1,Dongsi,2015-09-28 09:00:00,2015-09,No Rain
22596,2015,9,28,11,74.0,74.0,8.0,46.0,1800.0,45.0,17.3,1019.5,14.8,0.1,E,2.6,Dongsi,2015-09-28 11:00:00,2015-09,No Rain
22598,2015,9,28,13,50.0,50.0,13.0,56.0,1900.0,33.0,16.9,1020.1,14.7,0.3,NE,1.1,Dongsi,2015-09-28 13:00:00,2015-09,No Rain
22615,2015,9,29,6,68.0,68.0,4.0,50.0,1900.0,2.0,15.2,1024.7,13.7,0.3,E,0.4,Dongsi,2015-09-29 06:00:00,2015-09,No Rain
22617,2015,9,29,8,60.0,60.0,2.0,44.0,1700.0,3.0,15.1,1025.9,13.6,0.3,N,0.6,Dongsi,2015-09-29 08:00:00,2015-09,No Rain
22618,2015,9,29,9,56.0,56.0,2.0,45.0,1700.0,3.0,15.7,1026.7,14.1,0.6,NNW,0.8,Dongsi,2015-09-29 09:00:00,2015-09,No Rain
22619,2015,9,29,10,52.0,52.0,2.0,45.0,1700.0,4.0,15.5,1026.9,14.2,0.5,ENE,1.3,Dongsi,2015-09-29 10:00:00,2015-09,No Rain
22620,2015,9,29,11,36.0,36.0,2.0,48.0,1500.0,10.0,15.4,1026.9,12.5,1.0,NW,1.0,Dongsi,2015-09-29 11:00:00,2015-09,No Rain
22621,2015,9,29,12,34.0,36.0,2.0,48.0,1500.0,11.0,15.3,1026.1,13.8,2.3,ENE,2.0,Dongsi,2015-09-29 12:00:00,2015-09,Light Rain
22624,2015,9,29,15,35.0,35.0,2.0,48.0,1200.0,13.0,14.8,1025.1,13.0,0.9,ENE,1.5,Dongsi,2015-09-29 15:00:00,2015-09,No Rain
22625,2015,9,29,16,29.0,29.0,2.0,49.0,1200.0,13.0,14.7,1025.2,12.9,1.2,NNE,1.7,Dongsi,2015-09-29 16:00:00,2015-09,Light Rain
22626,2015,9,29,17,24.0,24.0,2.0,42.0,1000.0,24.0,14.6,1024.9,13.5,0.5,NE,1.1,Dongsi,2015-09-29 17:00:00,2015-09,No Rain
22627,2015,9,29,18,27.0,27.0,2.0,47.0,1100.0,14.0,14.4,1024.4,12.9,0.5,NNE,2.1,Dongsi,2015-09-29 18:00:00,2015-09,No Rain
22628,2015,9,29,19,30.0,30.0,2.0,48.0,1100.0,13.0,14.4,1024.5,12.3,0.1,NW,1.3,Dongsi,2015-09-29 19:00:00,2015-09,No Rain
22629,2015,9,29,20,35.0,35.0,2.0,50.0,1100.0,11.0,14.6,1024.5,12.8,0.1,NNW,1.2,Dongsi,2015-09-29 20:00:00,2015-09,No Rain
22630,2015,9,29,21,28.0,28.0,2.0,56.0,1100.0,4.0,14.4,1024.6,12.6,0.4,NNW,1.7,Dongsi,2015-09-29 21:00:00,2015-09,No Rain
22631,2015,9,29,22,25.0,25.0,2.0,52.0,1100.0,7.0,13.9,1023.9,12.9,0.1,SE,0.3,Dongsi,2015-09-29 22:00:00,2015-09,No Rain
22633,2015,9,30,0,28.0,28.0,2.0,55.0,1100.0,2.0,13.8,1022.4,13.5,0.3,E,1.1,Dongsi,2015-09-30 00:00:00,2015-09,No Rain
22635,2015,9,30,2,24.0,24.0,2.0,49.0,900.0,3.0,13.7,1021.5,12.4,0.5,NE,1.2,Dongsi,2015-09-30 02:00:00,2015-09,No Rain
22637,2015,9,30,4,22.0,22.0,2.0,39.0,500.0,10.0,13.5,1019.9,12.9,0.5,ESE,0.5,Dongsi,2015-09-30 04:00:00,2015-09,No Rain
22642,2015,9,30,9,27.0,27.0,3.0,43.0,800.0,23.0,16.4,1018.1,13.1,0.1,NE,0.8,Dongsi,2015-09-30 09:00:00,2015-09,No Rain
22650,2015,9,30,17,31.0,54.0,4.0,39.0,600.0,40.0,16.7,1010.4,12.8,0.6,SSW,1.7,Dongsi,2015-09-30 17:00:00,2015-09,No Rain
22651,2015,9,30,18,38.0,45.0,2.0,56.0,800.0,18.0,16.1,1010.1,13.4,0.2,SW,1.6,Dongsi,2015-09-30 18:00:00,2015-09,No Rain
22652,2015,9,30,19,42.0,51.0,2.0,62.0,900.0,9.0,15.6,1010.8,14.0,1.1,WSW,1.4,Dongsi,2015-09-30 19:00:00,2015-09,Light Rain
22653,2015,9,30,20,35.0,35.0,2.0,40.0,600.0,31.0,15.1,1009.6,14.1,4.3,S,1.4,Dongsi,2015-09-30 20:00:00,2015-09,Moderate Rain
22654,2015,9,30,21,37.0,37.0,2.0,45.0,700.0,22.0,14.8,1009.0,13.8,2.3,SW,1.0,Dongsi,2015-09-30 21:00:00,2015-09,Light Rain
22655,2015,9,30,22,39.0,39.0,2.0,45.0,600.0,24.0,14.6,1007.9,13.1,0.1,SSW,1.7,Dongsi,2015-09-30 22:00:00,2015-09,No Rain
23139,2015,10,21,2,55.0,55.0,4.0,28.0,900.0,34.0,10.3,1016.0,9.4,0.2,NE,1.3,Dongsi,2015-10-21 02:00:00,2015-10,No Rain
23140,2015,10,21,3,48.0,48.0,2.0,26.0,800.0,35.0,10.0,1016.0,9.2,0.3,NE,1.6,Dongsi,2015-10-21 03:00:00,2015-10,No Rain
23141,2015,10,21,4,49.0,49.0,2.0,29.0,700.0,32.0,9.9,1016.2,8.8,0.2,NE,0.9,Dongsi,2015-10-21 04:00:00,2015-10,No Rain
23142,2015,10,21,5,56.0,56.0,4.0,29.0,900.0,35.0,9.8,1016.5,9.0,0.1,NE,1.4,Dongsi,2015-10-21 05:00:00,2015-10,No Rain
23143,2015,10,21,6,55.0,55.0,3.0,34.0,900.0,29.0,9.8,1017.3,9.3,0.1,ENE,1.2,Dongsi,2015-10-21 06:00:00,2015-10,No Rain
23144,2015,10,21,7,43.0,43.0,2.0,29.0,700.0,31.0,9.4,1018.3,8.6,0.2,NE,1.8,Dongsi,2015-10-21 07:00:00,2015-10,No Rain
23147,2015,10,21,10,32.0,32.0,2.0,44.0,800.0,17.0,9.8,1020.9,8.7,0.1,E,1.0,Dongsi,2015-10-21 10:00:00,2015-10,No Rain
23163,2015,10,22,2,78.0,96.0,2.0,47.0,1600.0,2.0,10.4,1021.4,9.6,0.5,ENE,0.8,Dongsi,2015-10-22 02:00:00,2015-10,No Rain
23164,2015,10,22,3,73.0,80.0,2.0,50.0,1200.0,2.0,10.2,1021.5,9.6,2.0,NNE,0.7,Dongsi,2015-10-22 03:00:00,2015-10,Light Rain
23165,2015,10,22,4,38.0,38.0,2.0,58.0,600.0,3.0,9.1,1021.4,5.8,1.9,ENE,1.3,Dongsi,2015-10-22 04:00:00,2015-10,Light Rain
23166,2015,10,22,5,25.0,25.0,2.0,31.0,600.0,28.0,8.6,1021.6,7.1,1.8,NE,0.6,Dongsi,2015-10-22 05:00:00,2015-10,Light Rain
23167,2015,10,22,6,22.0,22.0,2.0,35.0,600.0,24.0,8.3,1021.7,7.1,1.0,ENE,0.9,Dongsi,2015-10-22 06:00:00,2015-10,No Rain
23168,2015,10,22,7,28.0,28.0,2.0,56.0,700.0,4.0,8.3,1021.8,6.4,0.5,ENE,1.0,Dongsi,2015-10-22 07:00:00,2015-10,No Rain
23169,2015,10,22,8,23.0,23.0,2.0,59.0,700.0,6.0,8.3,1022.2,6.3,0.4,ENE,0.7,Dongsi,2015-10-22 08:00:00,2015-10,No Rain
23170,2015,10,22,9,24.0,24.0,2.0,39.0,500.0,20.0,8.9,1022.5,6.9,0.3,NW,1.2,Dongsi,2015-10-22 09:00:00,2015-10,No Rain
23171,2015,10,22,10,15.0,15.0,2.0,42.0,500.0,18.0,9.3,1022.4,7.1,0.1,NW,1.4,Dongsi,2015-10-22 10:00:00,2015-10,No Rain
23254,2015,10,25,21,51.0,87.0,6.0,69.0,1300.0,3.0,10.8,1020.7,5.3,0.4,SW,1.6,Dongsi,2015-10-25 21:00:00,2015-10,No Rain
23255,2015,10,25,22,45.0,53.0,3.0,62.0,1200.0,5.0,10.0,1020.6,7.4,1.4,SW,2.7,Dongsi,2015-10-25 22:00:00,2015-10,Light Rain
23256,2015,10,25,23,35.0,35.0,2.0,45.0,800.0,21.0,9.8,1020.0,7.6,0.7,SW,2.2,Dongsi,2015-10-25 23:00:00,2015-10,No Rain
23257,2015,10,26,0,36.0,36.0,2.0,37.0,700.0,25.0,9.5,1019.4,7.3,0.9,SW,2.2,Dongsi,2015-10-26 00:00:00,2015-10,No Rain
23258,2015,10,26,1,32.0,32.0,2.0,31.0,600.0,35.0,9.2,1018.4,7.1,0.8,S,1.5,Dongsi,2015-10-26 01:00:00,2015-10,No Rain
23259,2015,10,26,2,28.0,28.0,2.0,23.0,600.0,33.0,8.9,1017.4,7.2,0.3,SW,1.9,Dongsi,2015-10-26 02:00:00,2015-10,No Rain
23499,2015,11,5,2,239.0,239.0,26.0,107.0,1800.0,2.0,11.0,1021.0,6.5,0.1,ENE,1.2,Dongsi,2015-11-05 02:00:00,2015-11,No Rain
23500,2015,11,5,3,229.0,229.0,26.0,103.0,1200.0,2.0,11.5,1020.8,6.0,0.1,NE,0.8,Dongsi,2015-11-05 03:00:00,2015-11,No Rain
23503,2015,11,5,6,235.0,235.0,22.0,91.0,1600.0,9.0,9.6,1022.1,7.0,0.1,E,1.0,Dongsi,2015-11-05 06:00:00,2015-11,No Rain
23504,2015,11,5,7,231.0,231.0,16.0,91.0,1700.0,6.0,10.3,1022.8,8.4,0.2,N,1.0,Dongsi,2015-11-05 07:00:00,2015-11,No Rain
23505,2015,11,5,8,209.0,209.0,13.0,94.0,1600.0,7.0,10.3,1024.1,8.2,0.2,NE,1.1,Dongsi,2015-11-05 08:00:00,2015-11,No Rain
23506,2015,11,5,9,184.0,184.0,9.0,92.0,1500.0,4.0,10.1,1025.4,8.9,0.5,E,0.6,Dongsi,2015-11-05 09:00:00,2015-11,No Rain
23507,2015,11,5,10,134.0,134.0,7.0,73.0,1200.0,8.0,10.0,1026.2,8.3,0.8,ENE,2.5,Dongsi,2015-11-05 10:00:00,2015-11,No Rain
23508,2015,11,5,11,108.0,108.0,5.0,57.0,1100.0,13.0,9.3,1026.0,7.1,0.1,ENE,2.6,Dongsi,2015-11-05 11:00:00,2015-11,No Rain
23509,2015,11,5,12,70.0,70.0,6.0,50.0,900.0,13.0,8.9,1026.2,6.3,0.1,E,1.6,Dongsi,2015-11-05 12:00:00,2015-11,No Rain
23513,2015,11,5,16,20.0,20.0,4.0,37.0,500.0,13.0,6.0,1027.2,2.3,0.3,ENE,3.9,Dongsi,2015-11-05 16:00:00,2015-11,No Rain
23514,2015,11,5,17,21.0,21.0,5.0,32.0,500.0,19.0,5.3,1027.6,1.4,0.1,ENE,3.0,Dongsi,2015-11-05 17:00:00,2015-11,No Rain
23515,2015,11,5,18,23.0,23.0,5.0,36.0,500.0,17.0,4.7,1028.0,0.1,0.2,ENE,4.5,Dongsi,2015-11-05 18:00:00,2015-11,No Rain
23524,2015,11,6,3,19.0,19.0,4.0,15.0,300.0,44.0,3.6,1027.1,-3.0,0.3,NE,3.9,Dongsi,2015-11-06 03:00:00,2015-11,No Rain
23526,2015,11,6,5,20.0,20.0,2.0,21.0,300.0,39.0,2.1,1027.2,-1.9,0.6,NNE,2.5,Dongsi,2015-11-06 05:00:00,2015-11,No Rain
23527,2015,11,6,6,19.0,19.0,2.0,16.0,300.0,47.0,1.1,1027.9,-0.8,0.9,NE,2.8,Dongsi,2015-11-06 06:00:00,2015-11,No Rain
23528,2015,11,6,7,16.0,16.0,2.0,24.0,400.0,39.0,0.4,1027.7,-0.7,1.8,NE,2.9,Dongsi,2015-11-06 07:00:00,2015-11,Light Rain
23529,2015,11,6,8,12.0,12.0,2.0,26.0,400.0,37.0,0.2,1028.3,-0.8,1.5,NE,2.5,Dongsi,2015-11-06 08:00:00,2015-11,Light Rain
